name	id
regulation of 17-methylnonadec-1-ene metabolic process	GO:1900959
regulation of dopamine receptor signaling pathway	GO:0060159
obsolete positive regulation of signal transduction in response to host	GO:0075148
mitochondrion to peroxisome transport	GO:0099076
positive regulation of toll-like receptor 5 signaling pathway	GO:0034149
negative regulation of astral microtubule depolymerization	GO:0032932
alpha-pinene biosynthetic process	GO:0046248
regulation of myoblast proliferation	GO:2000291
response to caffeine	GO:0031000
regulation of adaptive immune memory response	GO:1905674
plant-type cell wall loosening involved in abscission	GO:1902088
response to decane	GO:1902782
negative regulation of response to cytokine stimulus	GO:0060761
regulation of glomerular visceral epithelial cell apoptotic process	GO:1904633
(+)-lariciresinol biosynthetic process	GO:1902132
positive regulation of ascus development	GO:0075319
obsolete galectin	GO:0001577
regulation of antifungal innate immune response	GO:1905034
positive regulation of lipid binding	GO:1900132
regulation of membrane depolarization during cardiac muscle cell action potential	GO:1900825
negative regulation of osteoclast differentiation	GO:0045671
positive regulation of cordyol c biosynthetic process	GO:1900863
regulation of srebp signaling pathway	GO:2000638
anion:cation symporter activity	GO:0015296
obsolete ubiquitin	GO:0005551
glucosinolate catabolic process	GO:0019762
positive regulation of plasma membrane repair	GO:1905686
regulation of hair follicle cell proliferation	GO:0071336
obsolete energy taxis on or near other organism involved in symbiotic interaction	GO:0052225
obsolete myrcene/(e)-beta-ocimene synthase activity	GO:0042408
carbon dioxide homeostasis	GO:1903171
pyrimidine ribonucleoside triphosphate metabolic process	GO:0009208
regulation of skeletal muscle tissue development	GO:0048641
positive regulation of wnt signaling pathway by bmp signaling pathway	GO:0060804
obsolete negative regulation of transcription from rna polymerase i promoter during mitotic cell cycle	GO:0007069
positive regulation of skeletal muscle cell proliferation	GO:0014858
negative regulation of erk5 cascade	GO:0070377
sesquiterpene catabolic process	GO:0051763
negative regulation of intracellular cholesterol transport	GO:0032384
obsolete virus tail, minor subunit	GO:0098020
lumenal side of endoplasmic reticulum membrane	GO:0098553
sialic acid:proton symporter activity	GO:0015538
regulation of tongue muscle cell differentiation	GO:2001035
regulation of calcium ion binding	GO:1901876
regulation of cholesterol transporter activity	GO:0060694
regulation of reverse cholesterol transport	GO:1903062
positive regulation of placenta blood vessel development	GO:0110080
obsolete modulation by organism of defense-related symbiont calcium-dependent protein kinase pathway	GO:0052436
regulation of endothelial cell migration	GO:0010594
positive regulation of neurotransmitter transport	GO:0051590
regulation of t cell differentiation in thymus	GO:0033081
advanced glycation end-product binding	GO:1904599
negative regulation of plasma membrane bounded cell projection assembly	GO:0120033
beta-carotene biosynthetic process	GO:1901812
negative regulation of natural killer cell apoptotic process	GO:0070248
regulation of axial mesodermal cell fate determination	GO:0048324
response to rapamycin	GO:1901355
methane biosynthetic process from methanethiol	GO:2001133
regulation of oocyte maturation	GO:1900193
negative regulation of antigen receptor-mediated signaling pathway	GO:0050858
regulation of cholesterol esterification	GO:0010872
vasodilation involved in acute inflammatory response	GO:0002527
galactose:sodium symporter activity	GO:0015371
obsolete regulation of growth or development of symbiont in host	GO:0033665
chondroitin sulfate catabolic process	GO:0030207
positive regulation of natural killer cell mediated immune response to tumor cell	GO:0002857
n-acylphosphatidylethanolamine metabolic process	GO:0070292
galactomannan binding	GO:2001072
4-nitrotoluene catabolic process	GO:0019258
negative regulation of dna damage checkpoint	GO:2000002
lipoxin b4 biosynthetic process	GO:2001306
obsolete initiation of t cell receptor signaling by binding of a mhc complex to t cell receptor	GO:0023012
regulation of blood vessel endothelial cell migration	GO:0043535
cellular response to acadesine	GO:1904102
regulation of cell communication by electrical coupling involved in cardiac conduction	GO:1901844
amylopectin catabolic process	GO:2000897
positive regulation of meiotic dna double-strand break formation involved in reciprocal meiotic recombination	GO:1905263
lipoxin a4 metabolic process	GO:2001302
obsolete suppression by virus of host translation initiation factor activity by induction of host protein dephosphorylation	GO:0039608
obsolete abc-type uptake permease activity	GO:0015406
regulation of retinal ganglion cell axon guidance	GO:0090259
positive regulation of apoptotic process involved in outflow tract morphogenesis	GO:1902258
methylammonium transport	GO:0015843
negative regulation of myeloid cell apoptotic process	GO:0033033
caax-protein geranylgeranyltransferase complex	GO:0005953
positive regulation of viral transcription	GO:0050434
purine ribonucleoside monophosphate biosynthetic process	GO:0009168
kainate selective glutamate receptor signaling pathway	GO:0098991
organophosphate biosynthetic process	GO:0090407
trans-zeatin metabolic process	GO:0033400
ion channel regulator activity involved in g protein-coupled receptor signaling pathway	GO:0099107
regulation of vesicle transport along microtubule	GO:1901608
cytosolic valyl-trna aminoacylation	GO:0061475
obsolete sporocyte morphogenesis	GO:0010156
obsolete 1-phosphatidylinositol-5-phosphate kinase	GO:0008438
cell-cell signaling involved in amphid sensory organ development	GO:0003385
wnt signaling pathway involved in mammary gland specification	GO:0060593
negative regulation of striated muscle cell apoptotic process	GO:0010664
regulation of cardiac muscle cell action potential	GO:0098901
obsolete negative chemotaxis on or near other organism involved in symbiotic interaction	GO:0052236
gamma-delta t cell activation involved in immune response	GO:0002290
obsolete suppression by virus of host tbk1-ikbke-ddx3 complex activity	GO:0039659
trans-synaptic signaling by neuropeptide	GO:0099540
nucleoside triphosphate biosynthetic process	GO:0009142
obsolete rna polymerase ii transcription coactivator activity involved in preinitiation complex assembly	GO:0001128
obsolete mirna binding involved in posttranscriptional gene silencing	GO:1903230
regulation of b cell tolerance induction	GO:0002661
positive regulation of fibroblast growth factor production	GO:0090271
obsolete modulation by organism of symbiont immune response	GO:0052554
arginine catabolic process to proline	GO:0019493
obsolete negative regulation of intermediate filament polymerization and/or depolymerization	GO:0045825
octanol biosynthetic process	GO:0046171
exocytic vesicle lumen	GO:0062246
obsolete symmetric radial glial cell division in forebrain	GO:0021865
escrt iii complex disassembly	GO:1904903
regulation of actin filament organization involved in mitotic actomyosin contractile ring assembly	GO:1903480
calcium ion export	GO:1901660
phenanthrene catabolic process via trans-9(r),10(r)-dihydrodiolphenanthrene	GO:0018956
salt transmembrane transporter activity	GO:1901702
negative regulation of cd8-positive, alpha-beta t cell activation	GO:2001186
obsolete peroxisomal fatty acyl transporter	GO:0015429
positive regulation of leukocyte mediated immunity	GO:0002705
positive regulation of dna ligation	GO:0051106
sodium:bicarbonate symporter activity	GO:0008510
positive regulation of eosinophil activation	GO:1902568
2-deoxyribose 1-phosphate catabolic process	GO:0006018
obsolete blood coagulation factor activity	GO:0003801
obsolete invadopodium	GO:0071437
negative regulation of adult somatic muscle development	GO:0062228
obsolete ssrna viral genome	GO:0019024
aminophospholipid transport	GO:0015917
metal cluster binding	GO:0051540
regulation of protein localization to cell division site involved in cytokinesis	GO:1901901
negative regulation of male gonad development	GO:2000019
regulation of secondary shoot formation	GO:2000032
obsolete high-density lipoprotein	GO:0005321
negative regulation of lymphoid progenitor cell differentiation	GO:1905457
obsolete gene_ontology	GO:0003673
positive regulation of infection cushion formation	GO:0075185
homogalacturonan catabolic process	GO:0033393
negative regulation of adenylate cyclase-activating g protein-coupled receptor signaling pathway	GO:0106072
regulation of lipoprotein oxidation	GO:0034442
cellular response to resveratrol	GO:1904639
purine ribonucleoside catabolic process	GO:0046130
obsolete metabolism of macromolecule in other organism involved in symbiotic interaction	GO:0052229
negative regulation of response to oxidative stress	GO:1902883
(r)-mevalonic acid biosynthetic process	GO:1901737
negative regulation of motor neuron apoptotic process	GO:2000672
xylan catabolic process	GO:0045493
positive regulation of glomerular metanephric mesangial cell proliferation	GO:0072303
regulation of aspartate secretion	GO:1904448
atrazine catabolic process to isopropylamine	GO:0019624
positive regulation of invasive growth in response to glucose limitation	GO:2000219
estradiol binding	GO:1903924
regulation of larval salivary gland boundary specification	GO:0045708
cutin transport	GO:0080051
cell adhesion involved in retrograde extension	GO:0003392
box c/d snornp complex binding	GO:0062064
phosphatidylcholine transporter activity	GO:0008525
negative regulation of hyphopodium formation	GO:0075190
protoporphyrinogen ix metabolic process	GO:0046501
streptomycin metabolic process	GO:0046343
regulation of calcidiol 1-monooxygenase activity	GO:0060558
polyphosphate-mediated signaling	GO:0110094
7,8-dihydroneopterin 3'-triphosphate biosynthetic process	GO:0035998
positive regulation of nad(p)h oxidase activity	GO:0033864
obsolete growth of symbiont on or near host	GO:0044133
regulation of nad(p)h oxidase activity	GO:0033860
l-tryptophan transmembrane transport	GO:1904556
fucose metabolic process	GO:0006004
obsolete lamina reticularis	GO:0008004
obsolete canonical wnt signaling pathway involved in regulation of stem cell proliferation	GO:1905452
p-cresol metabolic process	GO:1901784
histidine biosynthetic process	GO:0000105
regulation of age-related resistance	GO:1904248
positive regulation of blood vessel remodeling	GO:2000504
obsolete negative regulation of protein import into nucleus, translocation	GO:0033159
delta-carotene metabolic process	GO:1901822
limonene catabolic process	GO:0046251
regulation of sporulation resulting in formation of a cellular spore	GO:0042173
obsolete catabolism by host of symbiont xylan	GO:0052365
positive regulation of defense response to oomycetes	GO:1902290
positive regulation of cd24 production	GO:2000560
proton-transporting v-type atpase complex assembly	GO:0070070
cell-cell signaling involved in metanephros development	GO:0072204
astral spindle assembly involved in male meiosis	GO:0055050
poly(hydroxyalkanoate) biosynthetic process from fatty acid	GO:1902925
obsolete manchette disassembly	GO:1990952
positive regulation of glutamate uptake involved in transmission of nerve impulse	GO:0051951
positive regulation of cobalamin metabolic process	GO:0106121
okazaki fragment processing involved in mitotic dna replication	GO:1903461
tyrosine:tyramine antiporter activity	GO:0070908
4-hydroxycoumarin metabolic process	GO:1901882
l-alanine import across plasma membrane	GO:1904273
negative regulation of plant-type hypersensitive response	GO:0034051
pentalenolactone metabolic process	GO:1901778
obsolete reduction of virulence	GO:0046803
regulation of embryonic skeletal joint development	GO:1902762
3alpha(s)-strictosidine metabolic process	GO:1901013
regulation of reactive oxygen species metabolic process	GO:2000377
obsolete inactivation of mapk during sporulation (sensu fungi)	GO:0030442
intrinsic component of endoplasmic reticulum membrane	GO:0031227
obsolete loss of asymmetric budding	GO:0007122
potassium:sodium symporter activity	GO:0009674
regulation of retrograde axon cargo transport	GO:2001017
regulation of pentadecane metabolic process	GO:1900890
positive regulation of myeloid leukocyte differentiation	GO:0002763
integral component of postsynaptic endocytic zone membrane	GO:0099058
positive regulation of stomatal complex development	GO:2000123
negative regulation of type b pancreatic cell proliferation	GO:1904691
response to (r)-carnitine	GO:0061959
regulation of cellobiose catabolic process	GO:1900282
positive regulation of maintenance of mitotic sister chromatid cohesion, centromeric	GO:2000720
myo-inositol hexakisphosphate transport	GO:0033272
udp-n-acetylglucosamine biosynthetic process	GO:0006048
positive regulation of type b pancreatic cell apoptotic process	GO:2000676
obsolete regulation of trna methylation in response to nitrogen starvation	GO:1901643
regulation of transcription open complex formation at rna polymerase ii promoter	GO:0001177
regulation of acetylcholine biosynthetic process	GO:1905921
shoot apical meristem development	GO:1902182
regulation of protein glutathionylation	GO:0010732
regulation of hydrogen peroxide-mediated programmed cell death	GO:1901298
response to sulfur dioxide	GO:0010477
positive regulation of replicative senescence	GO:1904728
intrinsic component of mitochondrial outer membrane	GO:0031306
obsolete snrnp protein import into nucleus	GO:0006608
retinoic acid receptor signaling pathway involved in spinal cord dorsal/ventral patterning	GO:0060895
cellular response to diterpene	GO:1904630
d-allose metabolic process	GO:0019314
oxytetracycline metabolic process	GO:1901761
obsolete negative regulation of establishment of actomyosin contractile ring localization	GO:0071343
obsolete negative regulation of flagellum assembly	GO:0045718
regulation of dna binding	GO:0051101
obsolete translocase activity acting on inorganic cations and their chelates linked to the hydrolysis of a diphosphate	GO:0106193
obsolete vanadium-iron nitrogenase activity	GO:0016735
meiosis ii nuclear membrane reassembly	GO:0051335
regulation of inflorescence meristem growth	GO:0010081
hepoxilin metabolic process	GO:0051121
regulation of mitochondrial depolarization	GO:0051900
negative regulation of proline import across plasma membrane	GO:1902835
regulation of determination of dorsal identity	GO:2000015
obsolete endotoxin activity	GO:0019844
obsolete cytoplasmic dynein intermediate chain	GO:0001688
obsolete mitochondrial inner membrane peptidase activity	GO:0004244
obsolete small cytoplasmic ribonucleoprotein complex	GO:0030531
regulation of cell differentiation involved in phenotypic switching	GO:1905915
cephalosporin c biosynthetic process	GO:1901268
regulation of neutrophil mediated killing of bacterium	GO:0070950
dump biosynthetic process	GO:0006226
spindle pole centrosome	GO:0031616
obsolete negative regulation by symbiont of host defense-related protein level	GO:0033663
regulation of auxin biosynthetic process	GO:0010600
regulation of protein ubiquitination	GO:0031396
protein localization to cleavage furrow rim	GO:1905346
regulation of anterograde dense core granule transport	GO:1901951
cell cortex of growing cell tip	GO:1902716
protein localization to condensed nuclear chromosome	GO:1903084
regulation of synoviocyte proliferation	GO:1901645
regulation of protein localization to cell division site involved in mitotic actomyosin contractile ring assembly	GO:0110082
obsolete modulation of phagocytosis in other organism involved in symbiotic interaction	GO:0052231
regulation of type ii site-specific deoxyribonuclease activity	GO:0032085
obsolete chymotrypsin inhibitor activity	GO:0030569
citrulline metabolic process	GO:0000052
regulation of protein deacetylation	GO:0090311
regulation of convergent extension involved in gastrulation	GO:1904103
regulation of nlrp3 inflammasome complex assembly	GO:1900225
regulation of transdifferentiation	GO:1903618
positive regulation of cytoplasmic translational initiation	GO:1904690
regulation of vascular endothelial cell proliferation	GO:1905562
purine ribonucleoside monophosphate catabolic process	GO:0009169
cellular response to proline	GO:0071235
positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target	GO:0002860
centrosome-templated microtubule nucleation	GO:0090222
obsolete histolysis	GO:0007559
regulation of protein localization to ciliary membrane	GO:1903567
negative regulation of vasculogenesis	GO:2001213
negative regulation of protein import into nucleus	GO:0042308
negative regulation of turning behavior involved in mating	GO:0061096
negative regulation of microvillus assembly	GO:1903697
leading edge of lamellipodium	GO:0061851
obsolete axonemal dynein intermediate chain	GO:0001684
convergent extension involved in metanephric nephron morphogenesis	GO:0072279
regulation of endothelial tube morphogenesis	GO:1901509
membrane insertase activity	GO:0032977
guanine binding	GO:0002057
obsolete activin inhibitor activity	GO:0017106
axon guidance receptor activity	GO:0008046
positive regulation of response to calcium ion	GO:1905947
intrinsic component of postsynaptic specialization membrane of symmetric synapse	GO:0099166
ampa selective glutamate receptor signaling pathway	GO:0098990
obsolete movement on or near other organism involved in symbiotic interaction	GO:0052195
negative regulation of lamellipodium morphogenesis	GO:2000393
positive regulation of mrna alternative polyadenylation	GO:0140409
negative regulation of skeletal muscle tissue growth	GO:0048632
response to estradiol	GO:0032355
isobutanol biosynthetic process	GO:1901961
regulation of ferrichrome biosynthetic process	GO:1905568
positive regulation of phosphatidylserine metabolic process	GO:0150179
bicyclogermacrene biosynthetic process	GO:1901934
negative regulation of b cell cytokine production	GO:0002722
alkanesulfonate biosynthetic process	GO:0046305
(s)-scoulerine metabolic process	GO:1901007
anchored component of postsynaptic specialization membrane	GO:0099030
regulation of cardiac muscle adaptation	GO:0010612
regulation of protein localization to endoplasmic reticulum	GO:1905550
integral component of lumenal side of endoplasmic reticulum membrane	GO:0071556
obsolete signal peptide peptidase activity	GO:0042499
obsolete heat shock protein activity	GO:0003773
regulation of humoral immune response	GO:0002920
regulation of sporangiospore formation	GO:0075286
oligopeptide transport	GO:0006857
obsolete positive regulation of recombination within rdna repeats	GO:0045866
regulation of stomatal complex development	GO:2000038
positive regulation of mast cell cytokine production	GO:0032765
regulation of non-professional antigen presenting cell antigen processing and presentation	GO:0002619
protein localization to condensed chromosome	GO:1903083
multi-organism cellular localization	GO:1902581
diol biosynthetic process	GO:0034312
positive regulation of macrophage inflammatory protein-1 gamma production	GO:0071648
sorbose catabolic process	GO:0042848
regulation of (+)-kotanin biosynthetic process	GO:1900692
regulation of aerobic respiration	GO:1903715
regulation of cell fate determination	GO:1905933
positive regulation of iron-sulfur cluster assembly	GO:1903331
negative regulation of lateral mesodermal cell fate determination	GO:0048375
semaphorin-plexin signaling pathway involved in regulation of photoreceptor cell axon guidance	GO:2000305
diphenyl phthalate binding	GO:0035274
regulation of striated muscle cell apoptotic process	GO:0010662
obsolete prostaglandin/thromboxane transporter activity	GO:0015348
regulation of terminal button organization	GO:2000331
sphingolipid transporter activity	GO:0046624
bmp signaling pathway involved in heart jogging	GO:0003303
positive regulation of cleistothecium development	GO:0070798
regulation of fasl production	GO:0045219
obsolete entry of symbiont into host cell by promotion of host phagocytosis	GO:0052066
obsolete untranslated rna	GO:0005571
obsolete metabolism by symbiont of host protein	GO:0052228
regulation of prosthetic group metabolic process	GO:0051199
microtubule polymerization based protein transport to cell tip cortex	GO:0099110
obsolete cytochrome b5	GO:0009464
regulation of myoblast differentiation	GO:0045661
negative regulation of cd86 production	GO:0150141
calcium channel regulator activity	GO:0005246
purine nucleobase binding	GO:0002060
positive regulation of anthocyanin biosynthetic process	GO:0031542
negative regulation of mitotic sister chromatid segregation	GO:0033048
obsolete inward rectifier channel	GO:0005241
regulation of transforming growth factor beta1 production	GO:0032908
regulation of protein sumoylation	GO:0033233
diaminopimelate biosynthetic process	GO:0019877
enterobactin binding	GO:1903981
chlorophyllide metabolic process	GO:0052643
deoxyribose phosphate metabolic process	GO:0019692
negative regulation of metaphase/anaphase transition of meiosis i	GO:1905187
negative regulation of signal transduction by p53 class mediator	GO:1901797
diadenosine tetraphosphate metabolic process	GO:0015965
obsolete detection of stimulus involved in meiotic dna replication checkpoint	GO:0072439
cellotriose catabolic process	GO:2000894
n(omega),n(omega)-dimethyl-l-arginine metabolic process	GO:2001298
glycosinolate catabolic process	GO:0019759
obsolete synaptic vesicle fusion	GO:0016083
changes to dna methylation involved in embryo development	GO:1901538
positive regulation of notch signaling pathway involved in heart induction	GO:0035481
pentasaccharide transport	GO:2001100
regulation of cell-cell adhesion mediated by integrin	GO:0033632
negative regulation of cell wall polysaccharide catabolic process	GO:2000967
mitochondrial 3'-phospho-5'-adenylyl sulfate transmembrane transport	GO:1990554
nuclear speck organization	GO:0035063
heparin binding	GO:0008201
protein localization to lysosome	GO:0061462
lipid tube assembly involved in organelle fission	GO:0060990
negative regulation of mrna cleavage	GO:0031438
response to phorbol 13-acetate 12-myristate	GO:1904627
positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway	GO:0071879
regulation of maltoheptaose transport	GO:1900306
fumagillin metabolic process	GO:1902084
cone retinal bipolar cell differentiation	GO:1904390
obsolete multi-organism membrane budding	GO:1902592
phaseic acid biosynthetic process	GO:0010379
trna import into nucleus	GO:0035719
positive regulation of cgmp-mediated signaling	GO:0010753
methylamine metabolic process	GO:0030416
tmp biosynthetic process	GO:0006230
regulation of g-quadruplex dna unwinding	GO:1905465
cellular response to mannose	GO:1905583
obsolete lactone transport	GO:0042969
negative regulation of hydrogen peroxide metabolic process	GO:0010727
2-aminoethylphosphonate metabolic process	GO:0046433
11beta-hydroxyprogesterone binding	GO:1903879
positive regulation of cardiac ventricle formation	GO:1904944
beta-zeacarotene catabolic process	GO:1901817
mesenchymal cell differentiation involved in lung development	GO:0060915
regulation of low-density lipoprotein particle receptor binding	GO:1905595
very-low-density lipoprotein particle remodeling	GO:0034372
dna synthesis involved in double-strand break repair via single-strand annealing	GO:0043151
positive regulation of actin filament bundle convergence involved in mitotic contractile ring assembly	GO:0120172
negative regulation of axo-dendritic protein transport	GO:1905127
positive regulation of transmembrane transport	GO:0034764
obsolete negative energy taxis in host	GO:0052144
regulation of histone h4 acetylation	GO:0090239
positive regulation of peptide hormone processing	GO:0060569
positive regulation of gamma-delta t cell differentiation	GO:0045588
methane biosynthetic process from formic acid	GO:2001127
obsolete b cell receptor accessory molecule complex	GO:0019816
response to l-phenylalanine derivative	GO:1904386
negative regulation of eosinophil migration	GO:2000417
negative regulation of cytotoxic t cell differentiation	GO:0045584
regulation of cholesterol import	GO:0060620
purine ribonucleoside bisphosphate catabolic process	GO:0034037
negative regulation of stem cell proliferation	GO:2000647
gluconate import across plasma membrane	GO:0140270
obsolete formation of oxidatively modified proteins involved in replicative cell aging	GO:0001318
negative regulation of cortisol secretion	GO:0051463
obsolete l-2-hydroxyglutarate oxidase activity	GO:0034419
positive regulation of calcium-mediated signaling	GO:0050850
obsolete 3-oxo-glutaryl-[acp] methyl ester reductase activity	GO:0102131
obsolete activation of dopamine receptor signaling pathway	GO:0023004
pyrimidine ribonucleoside binding	GO:0032551
long-chain fatty-acyl-coa biosynthetic process	GO:0035338
obsolete interaction with host via substance released outside of symbiont	GO:0044046
positive regulation of amniotic stem cell differentiation	GO:2000799
obsolete translocase activity	GO:0106178
ribonucleoside binding	GO:0032549
melanosome assembly	GO:1903232
negative regulation of cellodextrin catabolic process	GO:2000928
positive regulation of phosphorus metabolic process	GO:0010562
positive regulation of nk t cell activation	GO:0051135
obsolete importin alpha-subunit nuclear import complex	GO:1990602
regulation of polyamine transmembrane transport	GO:1902267
ripoptosome assembly involved in necroptotic process	GO:1901026
regulation of vascular associated smooth muscle contraction	GO:0003056
dgtp binding	GO:0032567
regulation of beta-glucan metabolic process	GO:0032950
positive regulation of glucuronoxylan catabolic process	GO:2000917
ac-asp-glu binding	GO:1904492
bicarbonate binding	GO:0071890
regulation of fibroblast apoptotic process	GO:2000269
obsolete negative regulation by organism of symbiont b-cell mediated immune response	GO:0052473
positive regulation of calcium ion import across plasma membrane	GO:1905665
obsolete response to cobalt(ii) acetate	GO:1904945
synthesis of rna primer involved in bacterial-type dna replication	GO:1902330
obsolete renin activity	GO:0004195
regulation of invasive growth in response to glucose limitation	GO:2000217
3-(3-hydroxyphenyl)propanoate metabolic process	GO:1901793
positive regulation of cell proliferation involved in kidney development	GO:1901724
regulation of store-operated calcium channel activity	GO:1901339
regulation of muscle atrophy	GO:0014735
obsolete aa3-type cytochrome c oxidase	GO:0009481
obsolete xylene biosynthetic process	GO:0046240
regulation of megakaryocyte differentiation	GO:0045652
obsolete positive chemotaxis on or near host	GO:0052141
regulation of endothelial cell proliferation	GO:0001936
fructose 1,6-bisphosphate metabolic process	GO:0030388
neurotransmitter:sodium symporter activity	GO:0005328
obsolete modulation by organism of symbiont ethylene-mediated defense response	GO:0052447
obsolete avoidance of symbiont defenses	GO:0051858
octadecene metabolic process	GO:1900681
hypusine metabolic process	GO:0046516
obsolete proteasome localization to nuclear periphery	GO:1990921
aminergic neurotransmitter loading into synaptic vesicle	GO:0015842
glucuronoarabinoxylan metabolic process	GO:0010414
regulation of ligase activity	GO:0051340
negative regulation of oligopeptide transport	GO:2000877
leukotriene d4 metabolic process	GO:1901748
positive regulation of antibody-dependent cellular cytotoxicity	GO:0001815
regulation of modification of postsynaptic actin cytoskeleton	GO:1905274
positive regulation of postsynaptic cytosolic calcium concentration	GO:0099588
obsolete n-acetylgalactosamine lectin	GO:0005533
regulation of alpha-beta t cell proliferation	GO:0046640
negative regulation of skeletal muscle cell proliferation	GO:0014859
cellular response to vitamin a	GO:0071299
fructosamine metabolic process	GO:0030389
regulation of establishment of protein localization to chromosome	GO:0070202
obsolete activation of ssk2/ssk22 proteins	GO:0007237
obsolete bacterial-type ferredoxin	GO:0009498
regulation of chemokine (c-x-c motif) ligand 9 production	GO:0035394
positive regulation of xanthophore differentiation	GO:0050946
chromaffin granule amine transport	GO:0015841
obsolete response to cocaine (sensu insecta)	GO:0008341
calcium ion sequestering activity	GO:0140314
fact complex assembly	GO:1905635
pyridoxal binding	GO:0070280
isoleucine biosynthetic process	GO:0009097
regulation of dopamine metabolic process	GO:0042053
obsolete modulation of development of symbiont on or near host	GO:0044138
cellular response to 2-o-acetyl-1-o-hexadecyl-sn-glycero-3-phosphocholine	GO:1904317
regulation of podosome assembly	GO:0071801
5-phosphoribose 1-diphosphate metabolic process	GO:0046391
galactomannan biosynthetic process	GO:0051070
obsolete negative regulation by host of symbiont defense response	GO:0052196
regulation of myotube differentiation	GO:0010830
regulation of gap junction assembly	GO:1903596
obsolete first u2-type spliceosomal transesterification activity	GO:0000362
benomyl:proton antiporter activity	GO:0015310
l-altrarate metabolic process	GO:1903662
negative regulation of muscle cell apoptotic process	GO:0010656
negative regulation melanotic encapsulation of foreign target	GO:0140540
bmp signaling pathway involved in determination of left/right symmetry	GO:0003154
s-glycoside catabolic process	GO:0016145
regulation of collateral sprouting of intact axon in response to injury	GO:0048683
obsolete fk506-sensitive peptidyl-prolyl cis-trans isomerase	GO:0030051
obsolete transcription activator activity	GO:0016563
dihydropteridine metabolic process	GO:0051067
regulation of meiotic dna double-strand break formation	GO:1903341
obsolete aspartyl aminopeptidase activity	GO:0042576
positive regulation of phospholipid transport	GO:2001140
positive regulation of central tolerance induction	GO:0002648
obsolete modulation by organism of symbiont resistance gene-dependent defense response	GO:0052466
regulation of dna primase activity	GO:1903932
glycyrrhetinate catabolic process	GO:1902385
negative regulation of t cell costimulation	GO:2000524
negative regulation of granulocyte chemotaxis	GO:0071623
regulation of mitotic actomyosin contractile ring localization	GO:1902471
positive regulation of d-aspartate import across plasma membrane	GO:0140217
negative regulation of deacetylase activity	GO:0150066
positive regulation of cd8-positive, alpha-beta cytotoxic t cell extravasation	GO:2000454
negative regulation of lymphotoxin a production	GO:0032721
obsolete drug susceptibility/resistance	GO:0016351
glycol metabolic process	GO:0042844
daunorubicin transport	GO:0043215
multi-organism micropinocytosis	GO:1902541
pancreatic stellate cell proliferation	GO:0072343
negative regulation of placenta blood vessel development	GO:0110081
lead ion binding	GO:0032791
positive regulation of endocardial cushion to mesenchymal transition involved in heart valve formation	GO:2000802
exodeoxyribonuclease vii complex	GO:0009318
sensory neuron migration	GO:1904937
positive regulation of vascular endothelial cell proliferation	GO:1905564
udp-d-xylose metabolic process	GO:0033319
obsolete thylakoid (sensu bacteria)	GO:0009580
regulation of adaxial/abaxial pattern formation	GO:2000011
negative regulation of translation in response to oxidative stress	GO:0032938
ornithine transport	GO:0015822
obsolete epidermal growth factor receptor inhibiting ligand activity	GO:0005156
obsolete mapkkk cascade involved in epidermal growth factor receptor signaling	GO:0035559
molybdopterin cofactor catabolic process	GO:0032325
obsolete interleukin-18 alpha subunit binding	GO:0045093
lipoamide binding	GO:0043544
obsolete caspase-2 activity	GO:0004202
mirna-mediated regulation of transcription by rna polymerase ii	GO:0150164
obsolete inositol-1,4,-bisphosphate 4-phosphatase	GO:0004443
regulation of glutamate receptor clustering	GO:0106104
obsolete host gene silencing in virus induced gene silencing	GO:0060146
d-arabitol metabolic process	GO:0051163
negative regulation of phospholipase activity	GO:0010519
integral component of the cytoplasmic side of the plasma membrane	GO:0098752
positive regulation of oocyte development	GO:0060282
anchored component of presynaptic active zone membrane	GO:0099029
negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway	GO:0071878
obsolete cathepsin s activity	GO:0004218
pigment metabolic process involved in pigment accumulation	GO:0043475
regulation of type iii hypersensitivity	GO:0001803
alkanesulfonate binding	GO:0043210
obsolete ha1 clathrin adaptor	GO:0005907
obsolete positive regulation of peroxisome organization by transcription from rna polymerase ii promoter	GO:0100004
obsolete intermembrane transport	GO:0046909
cell-matrix adhesion involved in mesendodermal cell migration	GO:0003368
positive regulation of hepatic stellate cell contraction	GO:0061874
fructose binding	GO:0070061
malonate catabolic process	GO:0090410
ribonucleoside triphosphate biosynthetic process	GO:0009201
oligopeptide export from mitochondrion	GO:0090374
regulation of mrna 3'-end processing	GO:0031440
negative regulation of dopaminergic neuron differentiation	GO:1904339
negative regulation of exodeoxyribonuclease activity	GO:1902393
obsolete replicative cell aging	GO:0001302
modulation by symbiont of host nervous system process	GO:0044063
negative regulation of protein sumoylation	GO:0033234
l-histidine transmembrane export from vacuole	GO:0089708
obsolete bud scar accumulation	GO:0007123
obsolete cinnamic acid biosynthetic process involved in coumarin metabolism	GO:0010680
regulation of telium development	GO:0075276
negative regulation of torso signaling pathway	GO:0120177
regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	GO:1900175
negative regulation of zinc ion transmembrane transport	GO:0071583
negative regulation of organ growth	GO:0046621
benzylpenicillin biosynthetic process	GO:1901088
